,Dia_C_Xdisp,Dia_C_Ydisp,TC1_Temp_Z0,TC1_Temp_Z5,TC1_pressure_melt,TC1_temp_melt
1873,4.0,4.1,151.3,175.1,174.0,181.8
1874,4.0,4.1,149.7,175.1,173.7,181.9
1875,4.0,4.1,149.1,175.2,190.1,181.4
1876,2.7,2.9,149.3,175.2,190.4,181.5
1877,4.0,4.1,149.6,175.1,180.6,181.9
1878,4.1,4.2,149.1,175.2,190.2,181.2
1879,4.0,4.1,149.8,175.1,174.2,182.0
1880,4.1,4.1,149.1,175.2,190.1,181.3
1881,4.0,4.1,149.7,175.1,174.5,181.9
1882,4.1,4.1,149.0,175.2,191.0,181.2
1883,4.0,4.1,148.8,175.1,191.0,181.0
1884,4.1,4.1,149.0,175.2,191.0,181.1
1885,4.1,4.1,148.9,175.1,191.0,181.0
1886,4.1,4.1,149.0,175.2,191.0,181.1
1887,4.0,4.1,148.8,175.1,191.0,181.0
1888,4.0,4.1,148.8,175.1,191.0,181.0
1889,3.8,3.9,148.9,175.1,191.0,181.0
1890,6.8,8.1,148.6,175.1,183.3,181.0
1891,6.5,8.1,148.6,175.0,180.6,181.0
1892,6.7,8.1,148.6,174.9,176.3,181.3
1893,6.6,8.1,148.8,174.9,175.4,181.7
1894,6.7,8.1,148.7,174.9,176.2,181.4
1895,6.6,8.1,148.6,175.0,177.1,181.2
1896,6.6,8.1,148.9,174.8,175.4,181.9
1897,6.6,8.1,148.8,174.9,175.4,181.7
1898,6.7,8.1,148.6,174.9,176.3,181.2
1899,6.6,8.1,149.0,174.8,175.4,181.9
1900,6.4,8.2,148.6,175.0,178.8,181.0
1901,6.6,8.1,149.2,174.8,175.4,182.2
1902,6.6,8.1,150.0,174.8,176.3,182.8
1903,6.6,8.1,149.2,174.8,175.4,182.1
1904,6.6,8.1,149.2,174.8,175.4,182.4
1905,6.6,8.1,149.2,174.8,175.4,182.2
1906,6.6,8.1,150.2,174.8,176.3,182.8
1907,6.6,8.1,149.1,174.8,175.4,182.1
1908,6.6,8.1,149.2,174.8,175.4,182.3
1909,6.6,8.1,149.4,174.8,175.4,182.5
1910,6.6,8.1,150.4,174.9,176.3,182.9
1911,6.6,8.1,150.3,174.9,176.3,182.8
1912,6.6,8.1,150.9,174.9,176.1,182.9
1913,6.6,8.1,150.7,174.9,176.3,182.9
1914,6.6,8.1,150.5,174.9,176.3,182.9
1915,6.6,8.1,150.4,174.9,176.3,182.9
1916,6.6,8.1,150.6,174.9,176.3,182.9
1917,6.6,8.1,150.9,174.9,175.4,182.9
1918,6.6,8.1,151.0,174.9,175.4,182.9
1919,6.6,8.1,151.4,174.9,175.4,183.0
1920,6.6,8.1,150.5,175.1,175.3,181.9
1921,6.6,8.1,151.6,175.0,175.4,182.9
1922,6.6,8.1,151.6,175.0,175.4,182.9
1923,6.6,8.1,151.1,174.9,175.4,182.9
1924,6.6,8.1,151.1,175.1,175.4,182.4
1925,6.6,8.1,151.1,175.1,175.4,182.4
1926,6.6,8.1,150.8,175.1,175.4,182.1
1927,6.6,8.1,151.3,174.9,175.4,183.0
1928,6.6,8.1,149.9,175.1,174.5,181.5
1929,6.6,8.1,149.2,175.1,173.7,181.2
1930,6.6,8.1,149.2,175.1,173.7,181.1
1931,6.6,8.1,148.6,175.2,172.8,181.0
1932,6.6,8.1,149.4,175.1,173.7,181.2
1933,6.6,8.1,149.0,175.1,173.7,181.1
1934,6.6,8.1,149.5,175.1,173.7,181.2
1935,6.6,8.1,149.8,175.1,174.5,181.4
1936,6.6,8.1,148.9,175.1,172.8,181.1
1937,2.7,2.8,148.5,175.0,172.8,182.7
1938,5.3,5.1,148.3,175.0,172.8,182.5
1939,6.6,8.1,148.2,175.1,172.8,181.8
1940,6.6,8.1,148.1,175.1,171.9,181.6
1941,6.6,8.1,148.1,175.1,171.9,181.6
1942,6.6,8.1,148.4,175.1,172.8,182.3
1943,6.6,8.1,148.2,175.1,171.9,181.3
1944,6.6,8.1,148.6,175.2,172.8,181.1
1945,6.6,8.1,148.1,175.1,171.9,181.7
1946,2.8,2.8,148.6,175.0,185.5,182.8
1947,3.9,4.0,149.1,175.0,193.6,183.2
1948,3.9,4.0,149.3,174.9,193.6,183.2
1949,4.0,4.1,148.8,175.0,192.7,183.0
1950,4.0,4.0,149.6,174.9,193.6,183.4
1951,3.9,3.9,149.4,174.9,193.6,183.2
1952,4.0,4.0,149.1,175.0,193.6,183.2
1953,4.0,4.0,149.6,174.9,194.2,183.3
1954,3.9,4.0,149.6,174.9,193.6,183.3
1955,4.0,4.0,150.4,174.9,180.6,183.6
1956,4.0,4.0,150.7,174.9,178.0,183.1
1957,4.0,4.0,150.7,174.9,178.8,183.3
1958,4.0,4.0,150.7,174.9,177.1,182.9
1959,4.0,4.0,150.5,174.9,179.7,183.5
1960,4.0,4.0,150.4,174.9,180.6,183.5
1961,4.0,4.0,150.7,174.9,178.0,183.1
1962,4.0,4.0,150.6,174.9,178.9,183.5
1963,4.0,4.0,150.7,174.9,178.0,183.1
1964,4.0,4.0,151.1,175.0,174.5,182.4
1965,4.0,4.0,151.2,175.0,174.5,182.4
1966,4.0,4.0,151.1,175.0,174.5,182.4
1967,4.0,4.0,151.2,175.0,174.5,182.4
1968,4.0,4.0,151.0,175.0,175.8,182.5
1969,4.0,4.0,150.9,175.0,176.3,182.7
1970,4.0,4.0,150.8,174.9,177.1,182.8
1971,4.0,4.0,150.9,175.0,175.4,182.5
1972,4.0,4.0,151.1,175.0,175.3,182.4
1973,2.7,2.9,150.3,175.1,172.8,183.7
1974,5.2,5.4,150.0,175.1,172.8,184.1
1975,2.7,2.9,150.3,175.1,172.8,183.7
1976,4.0,4.0,151.2,175.0,174.5,182.4
1977,4.0,4.1,151.3,175.0,172.8,182.6
1978,3.6,3.6,150.5,175.1,172.8,183.5
1979,4.0,4.1,151.1,175.1,172.8,182.9
1980,4.0,4.0,151.0,175.1,172.8,183.1
1981,3.9,4.1,151.3,175.0,173.3,182.5
1982,3.9,4.1,149.3,175.0,174.5,184.0
1983,2.7,3.0,150.0,175.1,173.0,184.2
1984,3.9,4.0,149.3,175.0,174.5,184.1
1985,2.7,2.9,149.8,175.1,173.7,184.3
1986,2.7,2.8,149.5,175.0,174.5,184.4
1987,3.9,4.0,149.3,175.0,174.5,184.1
1988,2.7,4.4,150.0,175.1,172.8,184.1
1989,4.0,4.0,149.4,175.0,174.5,184.1
1990,2.7,2.9,149.5,175.0,174.1,184.4
1991,3.9,4.0,149.4,175.0,173.7,183.9
1992,4.1,4.0,150.5,175.1,172.8,182.9
1993,3.9,4.0,149.3,175.0,174.5,184.0
1994,4.0,4.0,149.5,175.0,172.8,183.3
1995,4.0,4.0,150.0,175.0,172.9,183.1
1996,4.0,4.0,150.2,175.0,173.7,183.0
1997,4.0,4.1,149.6,175.0,172.8,183.2
1998,4.0,4.0,149.6,175.0,172.5,183.3
1999,4.0,4.0,149.5,175.0,172.8,183.3
2000,4.0,4.1,151.3,175.1,173.7,182.6
2001,4.0,4.1,151.4,175.1,173.7,182.5
2002,4.2,4.3,151.4,175.1,173.6,182.5
2003,4.0,4.1,151.4,175.1,173.7,182.5
2004,4.0,4.1,151.4,175.1,173.7,182.5
2005,4.0,4.1,151.2,175.1,172.8,182.5
2006,4.0,4.0,150.9,175.1,172.8,182.6
2007,4.0,4.1,151.2,175.1,172.9,182.5
2008,4.0,4.0,151.0,175.1,172.8,182.6
2009,2.7,2.9,150.0,175.1,186.6,182.5
2010,2.8,2.9,149.7,175.1,192.7,182.3
2011,3.3,3.5,149.5,175.0,195.3,182.2
2012,3.8,4.0,150.6,175.1,174.5,182.7
2013,4.0,4.1,149.0,175.0,194.4,181.8
2014,4.0,4.1,150.8,175.1,173.8,182.7
2015,4.1,4.0,150.9,175.1,173.7,182.7
2016,4.1,4.1,151.1,175.1,173.7,182.7
2017,4.1,4.1,151.0,175.1,173.7,182.7
2018,4.0,4.1,148.9,175.0,194.4,181.8
2019,4.1,4.1,148.6,175.0,184.0,181.6
2020,4.1,4.1,148.8,175.0,189.5,181.7
2021,4.1,4.1,148.6,175.0,181.7,181.5
2022,4.1,4.1,148.1,174.8,176.3,181.1
2023,4.1,4.1,148.4,175.0,179.7,181.3
2024,4.1,4.1,148.2,174.9,177.1,181.0
2025,4.1,4.1,148.3,174.9,178.0,181.1
2026,4.1,4.1,148.4,175.0,180.6,181.3
2027,4.1,4.1,148.9,174.9,191.0,182.5
2028,4.1,4.1,148.9,174.9,191.0,182.5
2029,4.1,4.1,148.2,174.8,175.4,181.2
2030,4.5,4.4,149.5,174.9,179.7,183.3
2031,4.5,4.4,149.2,174.9,182.3,183.0
2032,4.5,4.4,149.3,174.9,180.6,183.1
2033,4.1,4.1,148.3,174.8,174.5,181.4
2034,4.5,4.4,149.5,174.9,179.7,183.3
2035,4.5,4.4,149.9,174.9,178.8,183.4
2036,2.7,2.9,150.5,175.0,177.1,183.2
2037,4.5,4.4,150.3,174.9,178.2,183.2
2038,4.5,4.4,150.1,174.9,178.8,183.3
2039,2.6,2.8,150.9,175.0,176.3,182.7
2040,2.6,2.8,150.9,175.0,176.3,182.7
2041,4.5,4.4,150.0,174.9,178.8,183.3
2042,2.6,2.8,150.7,175.0,176.3,183.1
2043,2.6,2.8,150.8,175.0,176.3,182.9
2044,2.6,2.9,150.6,175.0,176.3,183.1
2045,2.6,2.8,150.7,175.0,174.5,181.1
2046,2.6,2.8,150.7,175.0,175.4,182.4
2047,2.6,2.8,150.6,175.1,175.4,182.3
2048,2.6,2.8,150.6,175.0,175.4,182.4
2049,2.6,2.8,150.8,175.0,173.7,180.8
2050,2.6,2.8,150.6,175.0,175.4,182.3
2051,2.6,2.8,150.6,175.1,175.4,182.0
2052,2.6,2.8,150.7,175.0,176.3,182.5
2053,2.6,2.8,150.9,175.0,176.3,182.7
2054,4.1,4.1,149.8,175.0,172.0,181.1
2055,4.0,4.1,149.8,175.0,171.9,180.9
2056,2.7,2.9,150.2,175.0,172.6,180.4
2057,4.0,4.1,149.9,175.0,171.9,180.8
2058,2.6,2.8,150.4,175.0,172.8,180.4
2059,4.1,4.1,150.0,175.0,171.9,180.7
2060,2.6,2.8,150.8,175.0,173.7,180.8
2061,2.6,2.8,150.8,175.0,173.7,180.7
2062,2.6,2.8,150.4,175.0,172.8,180.4
2063,4.0,4.1,149.7,175.1,202.2,181.1
2064,4.0,4.1,149.6,175.1,208.2,180.9
2065,4.1,4.1,149.8,175.1,172.8,181.1
2066,4.0,4.1,149.7,175.1,197.0,181.1
2067,4.1,4.1,149.7,175.1,188.4,181.2
2068,4.1,4.1,149.6,175.1,205.6,180.9
2069,4.1,4.1,149.8,175.0,172.7,181.0
2070,4.0,4.1,149.7,175.1,209.1,180.9
2071,4.1,4.1,149.7,175.1,190.8,181.2
2072,2.8,2.8,149.7,175.0,212.0,181.0
2073,4.0,4.1,150.5,175.3,214.3,179.7
2074,4.0,4.1,150.3,175.2,215.2,180.3
2075,4.0,4.1,150.2,175.1,216.0,180.5
2076,4.0,4.1,150.2,175.2,216.0,180.4
2077,4.1,4.2,149.7,175.1,208.2,181.0
2078,2.7,2.8,149.9,175.1,216.9,180.9
2079,4.0,4.1,150.3,175.2,215.2,180.0
2080,4.0,4.1,150.2,175.2,215.5,180.3
2081,4.1,4.1,151.2,175.5,213.4,178.8
2082,4.0,4.1,151.1,175.5,213.1,178.8
2083,4.1,4.1,151.1,175.5,212.5,178.9
2084,4.1,4.1,150.9,175.4,212.5,179.1
2085,4.1,4.1,151.3,175.6,216.0,178.8
2086,4.0,4.1,151.1,175.6,216.0,179.0
2087,4.0,4.1,151.2,175.6,216.0,178.8
2088,4.1,4.1,151.3,175.6,215.2,178.8
2089,4.0,4.0,150.5,175.3,214.3,179.6
2090,4.0,4.1,150.4,175.7,216.9,179.8
2091,4.0,4.1,149.6,175.8,217.7,180.7
2092,4.0,4.1,150.4,175.7,216.9,179.6
2093,4.1,4.1,149.4,175.8,218.2,181.2
2094,4.0,4.1,150.8,175.7,216.9,179.4
2095,4.1,4.1,149.4,175.8,218.6,181.0
2096,4.0,4.1,149.7,175.7,217.7,180.6
2097,4.0,4.0,150.8,175.6,216.9,179.3
2098,4.0,4.1,149.5,175.8,218.6,180.9
2099,4.0,4.1,149.6,175.9,218.6,181.4
2100,4.1,4.0,149.7,175.9,218.6,181.5
2101,4.0,4.1,151.0,175.8,216.0,181.8
2102,4.0,4.1,151.1,175.8,215.2,181.8
2103,4.0,4.1,151.2,175.8,215.2,181.7
2104,4.0,4.1,151.1,175.8,216.0,181.8
2105,4.0,4.1,149.8,175.9,218.5,181.5
2106,4.0,4.1,150.8,175.8,216.8,181.9
2107,4.0,4.0,150.5,175.8,216.9,181.9
2108,4.0,4.0,152.1,175.6,213.4,181.2
2109,4.0,4.0,152.1,175.6,212.5,181.2
2110,4.0,4.1,152.1,175.6,212.5,181.2
2111,4.0,4.0,151.9,175.7,213.9,181.4
2112,4.0,4.1,151.7,175.7,213.4,181.4
2113,4.0,4.1,152.0,175.6,214.3,181.3
2114,4.0,4.1,152.0,175.7,212.5,181.2
2115,4.0,4.0,151.9,175.7,213.4,181.3
2116,4.0,4.0,151.9,175.7,213.4,181.3
2117,4.0,4.1,151.9,175.6,214.3,181.5
2118,4.0,4.0,150.1,175.4,216.1,182.1
2119,4.0,4.0,149.7,175.4,216.9,182.1
2120,4.0,4.0,151.9,175.6,214.7,181.6
2121,4.0,4.0,148.7,175.3,216.0,181.9
2122,4.0,4.0,151.8,175.6,215.2,181.6
2123,4.0,4.0,150.9,175.5,215.2,182.0
2124,4.0,4.0,151.8,175.6,215.2,181.6
2125,4.0,4.0,149.5,175.4,216.0,182.1
2126,4.0,4.0,147.9,175.3,215.2,181.7
2127,4.0,4.0,147.5,175.3,215.2,181.4
2128,4.0,4.0,148.1,175.3,215.2,181.8
2129,4.0,4.0,148.6,175.3,216.0,181.9
2130,4.0,4.0,147.6,175.3,215.2,181.5
2131,4.0,4.1,147.9,175.3,215.2,181.7
2132,4.0,4.0,147.7,175.3,216.0,181.6
2133,4.0,4.0,148.6,175.3,215.4,181.9
2134,4.0,4.0,147.6,175.3,215.2,181.5
2135,4.0,4.0,147.4,175.2,215.2,181.3
2136,4.0,4.0,147.9,175.3,215.2,181.5
2137,4.0,4.0,147.4,175.2,215.2,181.3
2138,4.0,4.0,147.4,175.2,215.2,181.3
2139,4.0,4.0,147.9,175.3,215.2,181.5
2140,4.0,4.0,147.4,175.2,215.2,181.2
2141,4.0,4.1,147.5,175.2,215.2,181.4
2142,4.0,4.0,147.7,175.3,215.8,181.4
2143,4.0,4.1,147.5,175.2,215.2,181.3
2144,4.0,4.0,148.3,175.3,214.5,181.2
2145,4.0,4.0,149.7,175.3,213.4,180.1
2146,4.0,4.0,148.4,175.3,215.2,181.0
2147,4.0,4.0,148.1,175.3,215.2,181.2
2148,4.0,4.0,149.2,175.3,214.3,180.4
2149,4.0,4.0,148.3,175.3,215.2,181.1
2150,4.0,4.0,150.1,175.3,213.4,179.8
2151,4.0,4.0,149.8,175.3,213.4,180.0
2152,4.0,4.0,148.6,175.3,215.2,180.9
2153,4.0,4.0,150.3,175.3,213.4,179.7
2154,4.0,4.0,151.1,175.3,212.5,179.4
2155,4.0,4.0,150.4,175.3,212.6,179.6
2156,4.0,4.0,151.9,175.3,212.5,179.7
2157,4.0,4.0,152.0,175.4,212.5,180.0
2158,4.0,4.0,150.9,175.3,211.7,179.5
2159,4.0,4.0,151.4,175.3,212.5,179.4
2160,4.0,4.0,150.3,175.3,213.4,179.6
2161,4.0,4.0,151.8,175.3,213.1,179.5
2162,4.0,4.0,151.7,175.4,214.3,181.0
2163,4.0,4.0,151.0,175.4,215.3,181.7
2164,4.0,4.0,151.8,175.4,213.4,180.7
2165,4.0,4.0,149.9,175.3,216.1,182.2
2166,4.0,4.0,149.7,175.3,217.7,182.4
2167,4.0,4.0,152.0,175.4,212.5,180.3
2168,4.0,4.0,150.8,175.3,215.9,181.9
2169,4.0,4.0,151.6,175.4,214.3,181.1
2170,4.0,4.0,151.5,175.4,214.3,181.2
2171,4.0,4.0,149.7,175.3,217.7,182.4
2172,4.0,4.0,149.6,175.4,215.7,182.3
2173,4.0,4.0,150.1,175.4,216.7,182.3
2174,4.0,4.0,149.5,175.3,216.9,182.4
2175,4.0,4.0,149.8,175.4,216.0,182.4
2176,4.0,4.0,149.5,175.3,216.9,182.5
2177,4.0,4.0,149.5,175.3,217.6,182.4
2178,4.0,4.0,149.6,175.4,216.0,182.4
2179,4.0,4.0,149.8,175.4,215.6,182.4
2180,4.0,4.0,150.8,175.4,214.3,182.2
2181,4.0,4.0,150.7,175.4,214.3,182.2
2182,4.0,4.0,150.6,175.4,214.3,182.2
2183,4.0,4.0,150.4,175.4,216.0,182.3
2184,4.0,4.0,150.7,175.4,215.0,182.2
2185,4.0,4.0,150.7,175.4,215.2,182.2
2186,4.0,4.0,151.2,175.4,214.3,182.2
2187,4.0,4.0,150.3,175.4,215.2,182.3
2188,4.0,4.0,151.1,175.4,214.3,182.2
2189,4.0,4.0,151.7,175.4,214.7,182.5
2190,4.0,4.0,151.8,175.4,215.2,182.6
2191,4.0,4.0,151.3,175.4,214.3,182.2
2192,4.0,4.0,151.7,175.4,214.3,182.5
2193,4.0,4.0,151.6,175.4,213.9,182.4
2194,4.0,4.0,151.7,175.4,214.3,182.5
2195,4.0,4.0,151.7,175.4,214.3,182.5
2196,4.0,4.0,151.4,175.4,214.0,182.3
2197,4.0,4.0,151.5,175.4,214.3,182.3
2198,4.0,4.0,151.8,175.4,215.2,182.7
2199,4.0,4.0,151.1,175.4,216.0,183.0
2200,4.0,4.0,151.4,175.4,215.9,183.0
2201,4.0,4.0,150.9,175.4,216.0,183.1
2202,4.0,4.0,151.7,175.4,215.2,182.9
2203,4.0,4.0,151.2,175.4,215.7,183.0
2204,4.0,4.0,151.7,175.4,215.4,182.9
2205,4.0,4.0,151.7,175.4,215.2,182.8
2206,4.0,4.0,151.3,175.4,215.2,183.0
2207,4.0,4.0,149.3,175.3,216.0,182.7
2208,4.0,4.0,149.4,175.3,215.7,182.8
2209,4.0,4.0,149.2,175.4,215.2,182.1
2210,4.0,4.0,150.8,175.4,216.0,183.1
2211,4.0,4.0,149.2,175.3,215.2,182.1
2212,4.0,4.0,149.8,175.3,216.0,182.9
2213,4.0,4.0,149.0,175.3,215.2,182.1
2214,4.0,4.0,149.1,175.3,215.2,182.1
2215,4.0,4.0,149.2,175.3,215.2,182.1
2216,4.0,4.0,149.8,175.4,217.7,182.0
2217,4.0,4.0,149.9,175.4,216.9,182.0
2218,4.0,4.0,151.3,175.4,217.2,181.9
2219,4.0,4.0,150.6,175.4,217.7,182.0
2220,4.0,4.0,150.4,175.4,218.6,182.0
2221,4.0,4.0,149.6,175.4,216.3,182.0
2222,4.0,4.0,150.8,175.4,217.7,182.0
2223,4.0,4.0,150.8,175.4,217.7,182.0
2224,4.0,4.0,150.7,175.4,217.7,182.0
2225,4.0,4.0,151.9,175.4,217.7,181.6
2226,4.0,4.0,151.7,175.4,216.9,181.6
2227,4.0,4.0,151.5,175.4,217.7,181.6
2228,4.0,4.0,152.2,175.5,217.7,181.9
2229,4.0,4.0,152.3,175.5,217.7,182.0
2230,4.0,4.0,152.2,175.5,217.7,181.9
2231,4.0,4.0,151.3,175.4,217.7,181.8
2232,4.0,4.0,151.5,175.4,217.0,181.6
2233,4.0,4.0,151.4,175.4,217.7,181.7
2234,4.0,4.0,151.6,175.6,221.2,182.9
2235,4.0,4.1,151.1,175.7,220.3,183.0
2236,4.0,4.0,152.3,175.6,218.6,182.3
2237,4.0,4.0,152.3,175.5,217.7,182.0
2238,4.0,4.1,151.5,175.7,220.3,182.9
2239,4.0,4.0,151.6,175.7,220.5,182.9
2240,4.0,4.0,152.3,175.5,217.7,182.2
2241,4.0,4.0,152.1,175.6,220.3,182.6
2242,4.0,4.0,152.3,175.6,219.5,182.4
2243,4.0,4.1,150.6,175.8,220.3,183.1
2244,4.0,4.0,149.6,175.8,219.5,183.2
2245,4.0,4.1,150.9,175.7,220.4,183.0
2246,4.0,4.0,149.7,175.8,219.6,183.1
2247,4.0,4.1,150.9,175.7,221.1,183.0
2248,4.0,4.0,149.9,175.8,219.5,183.0
2249,4.0,4.1,149.7,175.8,219.5,183.0
2250,4.0,4.1,149.6,175.8,220.3,183.3
2251,4.0,4.1,151.0,175.7,221.2,183.0
2252,4.0,4.0,150.0,175.8,220.3,183.5
2253,4.0,4.0,150.0,175.8,220.3,183.5
2254,4.0,4.0,150.0,175.8,220.3,183.5
2255,4.0,4.0,151.5,175.8,220.3,183.5
2256,4.0,4.0,150.3,175.8,221.2,183.6
2257,4.0,4.0,149.7,175.8,219.5,183.5
2258,4.0,4.1,149.7,175.8,219.5,183.5
2259,4.0,4.0,149.9,175.8,220.3,183.5
2260,4.0,4.0,150.3,175.8,220.1,183.5
2261,4.0,4.0,152.3,175.7,217.8,183.9
2262,4.0,4.0,152.3,175.6,217.7,184.0
2263,4.0,4.1,152.1,175.7,218.6,183.6
2264,4.0,4.0,152.2,175.7,218.2,183.8
2265,4.0,4.1,152.2,175.7,217.7,183.7
2266,4.0,4.1,152.0,175.7,218.6,183.6
2267,4.0,4.0,152.2,175.7,218.5,183.8
2268,4.0,4.0,151.8,175.8,219.5,183.5
2269,4.0,4.1,152.0,175.7,218.6,183.5
2270,4.0,4.0,150.5,175.5,220.3,185.3
2271,4.0,4.1,151.0,175.5,219.4,185.1
2272,4.0,4.0,150.5,175.5,219.5,185.3
2273,4.0,4.0,152.1,175.6,218.6,184.3
2274,4.0,4.0,151.6,175.6,220.0,184.7
2275,4.0,4.0,152.0,175.6,219.5,184.5
2276,4.0,4.1,150.7,175.4,219.5,185.4
2277,4.0,4.0,150.7,175.4,220.3,185.4
2278,4.0,4.0,152.1,175.6,218.6,184.4
2279,4.0,4.0,150.7,175.4,219.5,186.2
2280,4.0,4.1,150.8,175.5,219.5,185.7
2281,4.0,4.0,150.8,175.4,219.7,185.9
2282,4.0,4.1,150.8,175.4,220.3,186.1
2283,4.0,4.1,150.8,175.4,219.5,186.0
2284,4.0,4.0,150.8,175.4,219.5,186.0
2285,4.0,4.0,150.7,175.4,220.3,186.2
2286,4.0,4.0,150.8,175.5,220.3,185.7
2287,4.0,4.0,150.9,175.4,220.3,185.8
2288,4.0,4.0,151.7,175.4,218.6,185.5
2289,4.0,4.0,151.6,175.4,218.6,185.5
2290,4.0,4.1,150.7,175.4,218.6,186.0
2291,4.0,4.1,151.4,175.4,218.6,185.6
2292,4.0,4.1,151.1,175.4,218.6,185.8
2293,4.0,4.0,151.9,175.4,219.5,185.4
2294,4.0,4.1,151.6,175.4,218.6,185.5
2295,4.0,4.0,151.8,175.4,219.5,185.5
2296,4.0,4.0,150.6,175.4,220.3,186.3
2297,4.1,4.0,151.8,175.3,219.5,185.5
2298,4.0,4.1,151.8,175.3,219.5,185.6
2299,4.0,4.1,151.3,175.4,219.9,186.2
2300,4.0,4.1,151.8,175.3,218.6,185.7
2301,4.0,4.1,151.6,175.3,219.7,185.8
2302,4.0,4.0,152.0,175.4,218.6,185.4
2303,4.0,4.1,151.1,175.4,221.2,186.4
2304,4.0,4.1,152.0,175.4,219.5,185.4
2305,4.0,4.1,152.0,175.4,219.5,185.4
2306,4.0,4.1,150.2,175.4,222.9,187.2
2307,4.0,4.1,150.7,175.4,222.1,186.9
2308,4.0,4.1,149.7,175.4,222.2,187.5
2309,4.0,4.0,151.0,175.4,221.2,186.5
2310,4.0,4.1,149.8,175.4,222.1,187.5
2311,4.0,4.1,149.6,175.4,222.9,187.5
2312,4.0,4.1,150.1,175.4,222.1,187.3
2313,4.0,4.1,150.9,175.4,222.1,186.6
2314,4.0,4.1,149.6,175.4,222.9,187.5
2315,4.0,4.1,151.2,175.5,222.9,187.4
2316,4.0,4.0,151.2,175.5,222.9,187.4
2317,4.0,4.0,150.4,175.5,222.9,187.9
2318,4.1,4.0,150.8,175.5,223.8,187.8
2319,4.0,4.0,151.0,175.5,222.9,187.8
2320,4.0,4.0,150.8,175.5,222.9,187.9
2321,4.0,4.0,150.9,175.5,223.8,187.8
2322,4.0,4.1,149.8,175.5,222.9,187.7
2323,4.0,4.0,150.5,175.5,223.8,187.9
2324,4.0,4.1,151.4,175.6,222.9,187.2
2325,4.0,4.0,152.1,175.5,222.0,186.6
2326,4.0,4.0,151.9,175.5,222.1,186.7
2327,4.0,4.0,151.5,175.6,222.1,187.2
2328,4.0,4.0,151.5,175.6,222.1,187.1
2329,4.0,4.0,152.1,175.5,222.1,186.6
2330,4.0,4.1,152.1,175.5,222.1,186.6
2331,4.0,4.0,151.4,175.6,222.9,187.2
2332,4.0,4.0,152.0,175.5,221.2,186.6
2333,4.0,4.1,151.1,175.6,223.0,187.7
2334,4.0,4.1,151.6,175.5,222.1,187.1
2335,4.0,4.1,151.3,175.5,222.1,187.3
2336,4.0,4.1,151.3,175.5,222.1,187.5
2337,4.0,4.0,151.6,175.5,222.1,187.0
2338,4.0,4.0,151.9,175.5,221.4,186.7
2339,4.0,4.1,151.3,175.5,222.9,187.4
2340,4.0,4.0,151.6,175.5,221.7,186.9
2341,4.0,4.0,151.0,175.6,223.4,187.8
2342,4.0,4.1,150.7,175.6,225.5,188.4
2343,4.0,4.0,150.3,175.5,225.5,188.6
2344,4.0,4.1,150.6,175.6,224.6,188.6
2345,4.1,4.0,150.5,175.6,226.4,188.6
2346,4.0,4.1,150.2,175.5,224.7,188.3
2347,4.0,4.1,150.5,175.5,223.8,188.2
2348,4.0,4.1,150.2,175.5,224.6,188.5
2349,4.0,4.0,150.8,175.5,223.8,188.0
2350,4.0,4.1,150.2,175.5,224.6,188.4
2351,4.0,4.1,150.6,175.6,224.6,187.8
2352,4.0,4.0,150.7,175.6,225.5,188.0
2353,4.0,4.1,150.7,175.6,224.6,187.6
2354,4.0,4.0,150.7,175.6,224.6,188.1
2355,4.0,4.1,150.6,175.6,225.5,187.8
2356,4.0,4.0,150.6,175.6,224.6,187.7
2357,4.0,4.0,150.6,175.6,224.6,187.9
2358,4.0,4.1,150.6,175.6,224.6,187.8
2359,4.0,4.0,150.7,175.6,225.5,188.2
2360,4.0,4.1,151.2,175.6,224.6,187.3
2361,4.0,4.1,150.7,175.6,225.5,187.6
2362,4.0,4.1,151.1,175.6,223.8,187.3
2363,4.0,4.0,151.1,175.6,224.6,187.3
2364,4.0,4.0,151.1,175.6,224.6,187.3
2365,4.0,4.1,151.2,175.6,224.6,187.3
2366,4.0,4.1,150.7,175.6,224.6,187.6
2367,4.0,4.1,151.0,175.6,224.6,187.4
2368,4.0,4.0,151.2,175.6,224.6,187.3
2369,4.0,4.0,150.8,175.6,223.9,187.1
2370,4.0,4.1,150.7,175.6,223.8,187.1
2371,4.0,4.1,150.4,175.5,223.8,186.9
2372,4.0,4.1,150.4,175.5,224.3,186.9
2373,4.0,4.1,150.6,175.6,224.6,187.1
2374,4.0,4.1,150.6,175.6,224.6,187.1
2375,4.0,4.1,150.4,175.5,224.6,187.0
2376,4.0,4.1,150.6,175.6,224.6,187.1
2377,4.0,4.0,150.7,175.6,224.8,187.1
2378,4.0,4.1,150.8,175.6,223.8,186.7
2379,4.1,4.0,151.3,175.5,225.5,186.5
2380,4.0,4.1,151.3,175.5,225.1,186.6
2381,4.0,4.1,150.4,175.5,223.1,186.9
2382,4.0,4.0,150.5,175.5,223.4,186.8
2383,4.0,4.1,150.5,175.5,222.9,186.8
2384,4.0,4.0,150.7,175.6,223.8,186.7
2385,4.0,4.0,150.6,175.6,223.8,186.8
2386,4.0,4.0,151.0,175.6,224.6,186.6
2387,4.0,4.0,150.9,175.5,224.6,187.0
