,Dia_C_Xdisp,Dia_C_Ydisp,LSP,timestamp
84,6.8,4.0,160.78848266601562,2018-01-18T06:08:46.735758
85,6.7,3.9,160.50636291503906,2018-01-18T06:08:30.035344
86,6.7,3.9,160.67564392089844,2018-01-18T06:09:01.135754
87,6.7,4.0,161.29629516601562,2018-01-18T06:09:04.435925
88,6.8,3.9,161.46556091308594,2018-01-18T06:09:07.735835
89,6.8,3.9,160.7320556640625,2018-01-18T06:08:58.835732
90,6.7,3.9,160.3747100830078,2018-01-18T06:09:45.536220
91,6.7,3.9,160.6944580078125,2018-01-18T06:09:42.236627
92,6.7,3.9,160.8825225830078,2018-01-18T06:09:12.135847
93,6.7,3.9,160.78848266601562,2018-01-18T06:09:18.736046
94,6.8,3.9,160.7508544921875,2018-01-18T06:09:48.836419
95,6.7,3.9,160.7132568359375,2018-01-18T06:09:17.636005
96,6.8,3.9,160.65682983398438,2018-01-18T06:09:19.836126
97,6.8,3.8,160.67564392089844,2018-01-18T06:09:27.836035
98,6.7,3.9,160.60040283203125,2018-01-18T06:09:33.336133
99,6.8,3.9,160.7508544921875,2018-01-18T06:10:11.936479
100,6.8,3.9,160.60040283203125,2018-01-18T06:10:35.136753
101,6.8,3.9,160.63803100585938,2018-01-18T06:10:14.136593
102,6.7,3.9,160.7320556640625,2018-01-18T06:09:49.936217
103,6.8,3.9,160.7320556640625,2018-01-18T06:10:02.035957
104,6.7,3.9,160.60040283203125,2018-01-18T06:09:59.836251
105,6.8,3.9,160.67564392089844,2018-01-18T06:10:13.036275
106,6.8,3.9,160.65682983398438,2018-01-18T06:10:30.736745
107,6.7,3.9,160.67564392089844,2018-01-18T06:09:58.736217
108,6.7,3.9,160.7320556640625,2018-01-18T06:10:45.036893
109,6.7,3.9,160.7320556640625,2018-01-18T06:10:50.537112
110,6.7,4.0,160.78848266601562,2018-01-18T06:11:05.937381
111,6.8,3.9,160.67564392089844,2018-01-18T06:10:42.836933
112,6.8,3.9,160.67564392089844,2018-01-18T06:11:16.137248
113,6.8,3.9,160.7320556640625,2018-01-18T06:10:57.137096
114,6.7,4.0,160.6192169189453,2018-01-18T06:10:59.336301
115,6.8,3.9,160.7320556640625,2018-01-18T06:10:52.737031
116,6.8,3.9,160.7508544921875,2018-01-18T06:10:39.536737
117,6.8,3.9,160.76966857910156,2018-01-18T06:11:31.537387
118,6.8,3.9,161.5784149169922,2018-01-18T06:11:46.937349
119,6.8,3.9,160.67564392089844,2018-01-18T06:11:28.237375
120,6.7,3.9,160.7320556640625,2018-01-18T06:12:23.837894
121,6.8,3.9,160.76966857910156,2018-01-18T06:11:21.637092
122,6.8,3.9,160.6192169189453,2018-01-18T06:12:05.937597
123,6.8,3.9,161.52198791503906,2018-01-18T06:11:45.837567
124,6.7,3.9,160.76966857910156,2018-01-18T06:12:22.737684
125,6.7,3.9,160.5439910888672,2018-01-18T06:11:56.837757
126,6.8,3.9,160.84490966796875,2018-01-18T06:13:36.038756
127,6.7,4.0,160.65682983398438,2018-01-18T06:13:12.838372
128,6.7,3.9,160.6192169189453,2018-01-18T06:13:11.738348
129,6.8,3.9,160.7320556640625,2018-01-18T06:12:27.337939
130,6.8,3.9,161.46556091308594,2018-01-18T06:13:08.238458
131,6.8,4.0,161.80410766601562,2018-01-18T06:13:20.638517
132,6.8,3.9,160.6944580078125,2018-01-18T06:12:53.938167
133,6.8,3.9,160.65682983398438,2018-01-18T06:12:33.937842
134,6.8,3.9,161.7288818359375,2018-01-18T06:13:19.537765
135,6.8,3.9,160.52517700195312,2018-01-18T06:13:58.138907
136,6.8,3.9,160.60040283203125,2018-01-18T06:14:31.839287
137,6.8,3.9,160.6944580078125,2018-01-18T06:14:17.439188
138,6.7,3.9,160.5627899169922,2018-01-18T06:13:47.138919
139,6.7,3.9,160.7508544921875,2018-01-18T06:14:22.939266
140,6.8,3.9,160.7132568359375,2018-01-18T06:14:37.339280
141,6.7,3.9,160.67564392089844,2018-01-18T06:13:44.938801
142,6.8,3.9,161.5784149169922,2018-01-18T06:14:16.339318
143,6.7,3.9,160.5627899169922,2018-01-18T06:14:26.239264
144,6.8,3.9,160.63803100585938,2018-01-18T06:15:06.439684
145,6.8,3.9,160.46875,2018-01-18T06:15:18.539724
146,6.7,4.0,160.5627899169922,2018-01-18T06:14:43.939444
147,6.8,3.9,160.84490966796875,2018-01-18T06:14:53.239270
148,6.8,3.9,160.60040283203125,2018-01-18T06:15:05.339735
149,6.7,4.0,160.78848266601562,2018-01-18T06:14:47.239554
150,6.7,3.9,160.7320556640625,2018-01-18T06:15:15.239647
151,6.7,3.9,160.7508544921875,2018-01-18T06:15:11.939635
152,6.8,3.9,160.63803100585938,2018-01-18T06:14:39.539442
153,6.7,3.9,160.7320556640625,2018-01-18T06:15:52.940210
154,6.7,3.9,160.52517700195312,2018-01-18T06:15:40.540214
155,6.8,3.9,160.48756408691406,2018-01-18T06:16:00.639992
156,6.8,3.9,160.84490966796875,2018-01-18T06:15:27.339684
157,6.7,3.9,160.63803100585938,2018-01-18T06:15:36.139919
158,6.8,3.9,160.60040283203125,2018-01-18T06:15:20.739720
159,6.7,3.9,161.03298950195312,2018-01-18T06:15:44.940884
160,6.7,3.9,160.7320556640625,2018-01-18T06:15:22.939952
161,6.8,3.9,160.60040283203125,2018-01-18T06:15:32.839826
162,6.8,3.9,160.50636291503906,2018-01-18T06:16:31.540532
163,6.7,3.9,160.7508544921875,2018-01-18T06:16:17.240517
164,6.8,3.9,160.78848266601562,2018-01-18T06:16:44.740556
165,6.8,3.9,160.78848266601562,2018-01-18T06:16:41.440670
166,6.8,3.9,160.63803100585938,2018-01-18T06:16:27.139717
167,6.8,3.9,160.78848266601562,2018-01-18T06:16:35.940826
168,6.7,3.9,160.63803100585938,2018-01-18T06:16:51.340948
169,6.8,3.9,160.63803100585938,2018-01-18T06:16:34.840849
170,6.8,3.9,160.67564392089844,2018-01-18T06:16:55.740907
171,6.8,4.0,160.80728149414062,2018-01-18T06:17:16.641254
172,6.8,3.9,160.6192169189453,2018-01-18T06:17:26.641321
173,6.8,3.9,161.61602783203125,2018-01-18T06:16:57.941013
174,6.7,3.9,160.65682983398438,2018-01-18T06:17:18.841150
175,6.8,4.0,161.27748107910156,2018-01-18T06:17:12.241009
176,6.8,3.9,160.58160400390625,2018-01-18T06:17:27.741089
177,6.8,3.9,160.7320556640625,2018-01-18T06:17:32.141370
178,6.7,3.9,160.67564392089844,2018-01-18T06:17:19.941178
179,6.8,3.9,161.01417541503906,2018-01-18T06:17:14.441174
180,6.7,3.9,160.7320556640625,2018-01-18T06:17:54.241545
181,6.8,4.0,160.58160400390625,2018-01-18T06:17:55.341475
182,6.8,3.9,160.7320556640625,2018-01-18T06:18:13.041682
183,6.8,3.9,160.63803100585938,2018-01-18T06:18:29.641809
184,6.8,3.9,160.9013214111328,2018-01-18T06:17:37.641254
185,6.8,3.9,160.76966857910156,2018-01-18T06:18:05.341393
186,6.8,3.9,160.78848266601562,2018-01-18T06:17:40.941320
187,6.7,3.9,160.7132568359375,2018-01-18T06:17:47.541532
188,6.8,3.9,160.67564392089844,2018-01-18T06:17:33.241325
189,6.8,3.9,160.48756408691406,2018-01-18T06:17:45.341365
190,6.8,3.9,160.7132568359375,2018-01-18T06:18:40.742014
191,6.8,3.9,160.80728149414062,2018-01-18T06:19:02.741924
192,6.8,3.9,160.6944580078125,2018-01-18T06:18:39.642082
193,6.8,3.9,160.78848266601562,2018-01-18T06:18:53.942084
194,6.7,3.9,160.6192169189453,2018-01-18T06:18:48.442083
195,6.8,3.9,161.50318908691406,2018-01-18T06:18:50.641966
196,6.8,3.9,160.65682983398438,2018-01-18T06:18:52.842100
197,6.7,3.9,161.10821533203125,2018-01-18T06:19:25.842416
198,6.7,4.0,161.3903350830078,2018-01-18T06:18:47.342408
199,6.7,3.9,160.6192169189453,2018-01-18T06:19:42.342572
200,6.7,3.9,160.65682983398438,2018-01-18T06:19:31.342400
201,6.7,3.9,160.76966857910156,2018-01-18T06:19:29.142399
202,6.8,3.9,160.7132568359375,2018-01-18T06:19:55.642673
203,6.8,3.9,160.7508544921875,2018-01-18T06:19:35.742728
204,6.8,3.9,160.67564392089844,2018-01-18T06:19:56.742660
205,6.7,3.9,160.84490966796875,2018-01-18T06:19:47.842568
206,6.7,4.0,160.67564392089844,2018-01-18T06:19:43.442601
207,6.8,3.9,160.52517700195312,2018-01-18T06:20:07.742309
208,6.7,3.9,160.8825225830078,2018-01-18T06:20:27.542580
209,6.7,4.0,160.76966857910156,2018-01-18T06:20:17.642973
210,6.7,3.9,161.18345642089844,2018-01-18T06:20:19.843131
211,6.8,3.9,160.7132568359375,2018-01-18T06:20:22.042704
212,6.8,3.9,160.6944580078125,2018-01-18T06:20:28.643011
213,6.8,3.9,160.7320556640625,2018-01-18T06:20:20.943051
214,6.8,3.9,160.7320556640625,2018-01-18T06:20:31.943096
215,6.7,3.9,160.7508544921875,2018-01-18T06:20:24.243104
216,6.8,3.9,160.76966857910156,2018-01-18T06:20:35.243187
217,6.8,3.9,160.65682983398438,2018-01-18T06:21:09.643342
218,6.8,3.9,160.7132568359375,2018-01-18T06:21:07.443732
219,6.8,3.9,160.65682983398438,2018-01-18T06:21:21.743756
220,6.8,3.9,160.7132568359375,2018-01-18T06:21:44.043936
221,6.8,3.9,160.84490966796875,2018-01-18T06:21:41.843957
222,6.7,3.9,160.63803100585938,2018-01-18T06:20:51.743494
223,6.8,3.9,160.7132568359375,2018-01-18T06:21:39.643251
224,6.8,3.9,160.8260955810547,2018-01-18T06:20:52.843334
225,6.7,3.9,160.78848266601562,2018-01-18T06:20:37.443181
226,6.7,3.9,160.65682983398438,2018-01-18T06:21:57.444217
227,6.8,3.9,160.58160400390625,2018-01-18T06:21:58.544071
228,6.8,3.9,160.5627899169922,2018-01-18T06:22:21.044264
229,6.8,3.9,160.6944580078125,2018-01-18T06:22:07.444313
230,6.7,3.9,160.6944580078125,2018-01-18T06:22:13.144175
231,6.8,3.9,160.76966857910156,2018-01-18T06:22:30.144456
232,6.8,3.9,160.5627899169922,2018-01-18T06:22:19.844427
233,6.7,3.9,160.58160400390625,2018-01-18T06:22:24.444317
234,6.8,3.9,160.86370849609375,2018-01-18T06:22:18.743568
235,6.7,3.9,160.5627899169922,2018-01-18T06:21:56.343947
236,6.8,3.9,160.5439910888672,2018-01-18T06:23:35.445190
237,6.8,3.9,160.7132568359375,2018-01-18T06:23:19.644130
238,6.7,3.9,160.65682983398438,2018-01-18T06:23:05.244840
239,6.7,3.9,160.6192169189453,2018-01-18T06:23:02.844891
240,6.7,3.9,160.6944580078125,2018-01-18T06:22:41.544741
241,6.8,3.9,160.60040283203125,2018-01-18T06:23:38.745231
242,6.8,3.9,160.7132568359375,2018-01-18T06:22:52.844781
243,6.8,3.9,160.67564392089844,2018-01-18T06:23:37.644944
244,6.8,3.9,160.67564392089844,2018-01-18T06:23:08.644638
245,6.7,3.9,160.65682983398438,2018-01-18T06:24:45.145984
246,6.8,3.9,160.7320556640625,2018-01-18T06:24:15.345544
247,6.7,3.9,160.7508544921875,2018-01-18T06:24:57.345882
248,6.8,3.9,160.67564392089844,2018-01-18T06:24:13.045535
249,6.8,3.9,160.3747100830078,2018-01-18T06:24:38.545519
250,6.8,3.9,160.7320556640625,2018-01-18T06:24:42.945854
251,6.8,3.9,160.7508544921875,2018-01-18T06:24:36.345933
252,6.8,3.9,160.8825225830078,2018-01-18T06:23:45.344718
253,6.8,3.9,160.80728149414062,2018-01-18T06:24:25.245575
254,6.7,4.0,160.48756408691406,2018-01-18T06:25:36.146191
255,6.7,3.9,160.76966857910156,2018-01-18T06:26:06.246527
256,6.8,3.9,160.7320556640625,2018-01-18T06:25:39.745902
257,6.8,3.9,160.7320556640625,2018-01-18T06:25:11.646225
258,6.7,3.9,160.76966857910156,2018-01-18T06:25:49.646554
259,6.7,3.9,160.78848266601562,2018-01-18T06:25:57.346700
260,6.8,3.9,160.80728149414062,2018-01-18T06:25:43.046458
261,6.8,3.9,160.67564392089844,2018-01-18T06:26:00.646686
262,6.8,3.9,160.6192169189453,2018-01-18T06:25:58.446252
263,6.8,4.0,160.6192169189453,2018-01-18T06:26:29.346916
264,6.8,3.9,160.65682983398438,2018-01-18T06:26:21.646910
265,6.7,4.0,160.7132568359375,2018-01-18T06:26:30.446876
266,6.8,3.9,160.6944580078125,2018-01-18T06:26:12.846639
267,6.7,4.0,160.5439910888672,2018-01-18T06:26:07.346808
268,6.8,3.9,160.67564392089844,2018-01-18T06:26:46.046905
269,6.8,3.9,160.67564392089844,2018-01-18T06:26:41.547009
270,6.8,3.9,160.80728149414062,2018-01-18T06:26:13.946996
271,6.8,3.9,160.7132568359375,2018-01-18T06:26:40.447053
272,6.8,3.9,160.86370849609375,2018-01-18T06:26:59.547224
273,6.8,3.9,160.60040283203125,2018-01-18T06:26:56.247201
274,6.8,3.9,160.78848266601562,2018-01-18T06:27:03.947155
275,6.8,3.9,160.7132568359375,2018-01-18T06:27:18.247300
276,6.8,3.9,160.7508544921875,2018-01-18T06:27:02.847299
277,6.8,3.9,160.8825225830078,2018-01-18T06:27:06.147213
278,6.8,3.9,160.7508544921875,2018-01-18T06:27:05.047298
279,6.8,3.9,160.78848266601562,2018-01-18T06:27:11.647356
280,6.8,3.9,160.84490966796875,2018-01-18T06:27:12.747456
281,6.8,3.9,160.7320556640625,2018-01-18T06:27:56.748045
282,6.8,3.9,160.6944580078125,2018-01-18T06:27:45.747697
283,6.8,3.9,160.7320556640625,2018-01-18T06:27:53.447626
284,6.8,3.9,160.84490966796875,2018-01-18T06:27:20.447346
285,6.8,3.9,160.65682983398438,2018-01-18T06:28:01.648075
286,6.8,3.9,160.78848266601562,2018-01-18T06:27:41.347742
287,6.8,3.9,160.8260955810547,2018-01-18T06:27:52.348639
288,6.7,3.9,160.58160400390625,2018-01-18T06:27:23.747650
289,6.8,3.9,160.7508544921875,2018-01-18T06:27:34.747772
290,6.8,3.9,160.7132568359375,2018-01-18T06:28:18.248195
291,6.8,3.9,160.67564392089844,2018-01-18T06:28:10.547252
292,6.8,3.9,160.65682983398438,2018-01-18T06:28:24.847990
293,6.8,3.9,160.6944580078125,2018-01-18T06:28:09.447924
294,6.8,3.9,0.9215856194496155,2018-01-18T06:28:30.347586
295,6.8,3.9,0.8275462985038757,2018-01-18T06:28:53.848508
296,6.8,3.9,0.8087384104728699,2018-01-18T06:28:43.948300
297,6.8,3.9,0.8087384104728699,2018-01-18T06:28:41.347741
298,6.8,3.9,0.8839699029922485,2018-01-18T06:28:45.048339
299,6.8,3.9,0.9968171119689941,2018-01-18T06:29:00.448481
300,6.8,3.9,0.8839699029922485,2018-01-18T06:29:05.948626
301,6.8,3.9,0.9215856194496155,2018-01-18T06:28:56.048426
302,6.8,3.9,0.9780092835426331,2018-01-18T06:29:02.648512
303,5.9,6.2,0.9592013359069824,2018-01-18T06:29:21.448905
304,5.9,6.2,0.8651620745658875,2018-01-18T06:29:10.448855
305,5.9,6.2,0.8651620745658875,2018-01-18T06:29:23.648964
306,0.0,0.0,0.6958912014961243,2018-01-18T06:29:32.848997
307,0.0,0.0,0.8839699029922485,2018-01-18T06:29:33.949020
308,0.0,0.0,0.7711226940155029,2018-01-18T06:30:14.849421
309,0.0,0.0,0.9027777910232544,2018-01-18T06:30:28.149591
310,0.0,0.0,0.9592013359069824,2018-01-18T06:29:50.449120
311,0.0,0.0,0.8087384104728699,2018-01-18T06:29:47.148871
312,0.0,0.0,0.8651620745658875,2018-01-18T06:30:10.449307
313,0.0,0.0,0.8839699029922485,2018-01-18T06:29:48.249083
314,0.0,0.0,0.9592013359069824,2018-01-18T06:29:58.248950
315,0.0,0.0,0.8839699029922485,2018-01-18T06:30:20.449342
316,0.0,0.0,0.8463541269302368,2018-01-18T06:29:51.548719
317,0.0,0.0,0.8275462985038757,2018-01-18T06:30:55.849911
318,0.0,0.0,0.7899305820465088,2018-01-18T06:31:14.749823
319,0.0,0.0,0.9027777910232544,2018-01-18T06:30:51.449507
320,0.0,0.0,0.8651620745658875,2018-01-18T06:30:48.149824
321,0.0,0.0,0.9592013359069824,2018-01-18T06:31:23.550041
322,0.0,0.0,0.8651620745658875,2018-01-18T06:31:08.049353
323,0.0,0.0,0.9592013359069824,2018-01-18T06:31:16.949329
324,0.0,0.0,0.7523148059844971,2018-01-18T06:30:35.949591
325,0.0,0.0,0.8839699029922485,2018-01-18T06:31:29.050180
326,0.0,0.0,0.9592013359069824,2018-01-18T06:32:30.850911
327,0.0,0.0,0.9027777910232544,2018-01-18T06:32:01.150574
328,0.0,0.0,0.7711226940155029,2018-01-18T06:32:07.750572
329,0.0,0.0,0.9027777910232544,2018-01-18T06:32:34.150763
330,0.0,0.0,0.8651620745658875,2018-01-18T06:32:35.250803
331,0.0,0.0,0.8275462985038757,2018-01-18T06:32:47.450833
332,0.0,0.0,0.8275462985038757,2018-01-18T06:32:45.150957
333,0.0,0.0,0.8087384104728699,2018-01-18T06:32:46.350780
334,0.0,0.0,0.8839699029922485,2018-01-18T06:32:09.950644
335,0.0,0.0,0.8651620745658875,2018-01-18T06:32:58.451024
336,0.0,0.0,0.9403935074806213,2018-01-18T06:33:13.950995
337,0.0,0.0,0.8651620745658875,2018-01-18T06:33:01.751262
338,0.0,0.0,0.9780092835426331,2018-01-18T06:33:30.451410
339,0.0,0.0,0.8087384104728699,2018-01-18T06:33:02.851021
340,0.0,0.0,0.9592013359069824,2018-01-18T06:33:16.151451
341,0.0,0.0,0.9027777910232544,2018-01-18T06:32:56.251104
342,0.0,0.0,0.8839699029922485,2018-01-18T06:33:12.851147
343,0.0,0.0,0.8839699029922485,2018-01-18T06:32:49.650912
344,0.0,0.0,0.9968171119689941,2018-01-18T06:34:12.551697
345,0.0,0.0,0.8275462985038757,2018-01-18T06:33:40.451528
346,0.0,0.0,0.8651620745658875,2018-01-18T06:33:54.751629
347,0.0,0.0,0.9592013359069824,2018-01-18T06:34:29.052104
348,0.0,0.0,0.8651620745658875,2018-01-18T06:34:07.051242
349,0.0,0.0,0.9027777910232544,2018-01-18T06:34:45.752262
350,0.0,0.0,0.9027777910232544,2018-01-18T06:34:18.052121
351,0.0,0.0,0.7711226940155029,2018-01-18T06:34:24.652029
352,0.0,0.0,0.8839699029922485,2018-01-18T06:34:19.151964
353,0.0,0.0,0.8087384104728699,2018-01-18T06:35:03.352444
354,0.0,0.0,0.9215856194496155,2018-01-18T06:35:00.052464
355,0.0,0.0,0.8463541269302368,2018-01-18T06:35:07.752478
356,0.0,0.0,0.8275462985038757,2018-01-18T06:35:59.853020
357,0.0,0.0,0.9403935074806213,2018-01-18T06:35:54.352999
358,0.0,0.0,0.7711226940155029,2018-01-18T06:35:25.552277
359,0.0,0.0,0.9968171119689941,2018-01-18T06:35:55.453034
360,0.0,0.0,0.9027777910232544,2018-01-18T06:35:40.052788
361,0.0,0.0,0.8275462985038757,2018-01-18T06:35:52.152862
362,0.0,0.0,0.9592013359069824,2018-01-18T06:36:52.953586
363,0.0,0.0,0.9592013359069824,2018-01-18T06:36:03.153074
364,0.0,0.0,0.7711226940155029,2018-01-18T06:36:09.752924
365,0.0,0.0,0.9403935074806213,2018-01-18T06:36:45.253450
366,0.0,0.0,0.8651620745658875,2018-01-18T06:36:37.353466
367,0.0,0.0,0.9027777910232544,2018-01-18T06:36:16.453190
368,0.0,0.0,0.9592013359069824,2018-01-18T06:36:28.553304
369,0.0,0.0,0.8839699029922485,2018-01-18T06:36:20.853431
370,0.0,0.0,0.9592013359069824,2018-01-18T06:36:24.153418
371,0.0,0.0,0.9215856194496155,2018-01-18T06:37:12.953890
372,0.0,0.0,0.9215856194496155,2018-01-18T06:37:00.853792
373,0.0,0.0,0.9027777910232544,2018-01-18T06:37:47.654347
374,0.0,0.0,0.9592013359069824,2018-01-18T06:37:36.253865
375,0.0,0.0,0.8463541269302368,2018-01-18T06:37:48.753957
376,0.0,0.0,0.9403935074806213,2018-01-18T06:37:10.753288
377,0.0,0.0,0.9968171119689941,2018-01-18T06:37:26.353746
378,0.0,0.0,1.015625,2018-01-18T06:36:58.453614
379,0.0,0.0,0.8839699029922485,2018-01-18T06:37:05.253254
380,0.0,0.0,0.9027777910232544,2018-01-18T06:37:57.554300
381,0.0,0.0,0.8839699029922485,2018-01-18T06:38:11.854649
382,0.0,0.0,0.9215856194496155,2018-01-18T06:38:33.054438
383,0.0,0.0,0.9027777910232544,2018-01-18T06:38:44.054716
384,0.0,0.0,0.9780092835426331,2018-01-18T06:37:50.954181
385,0.0,0.0,0.9215856194496155,2018-01-18T06:38:25.054403
386,0.0,0.0,0.8839699029922485,2018-01-18T06:38:26.154484
387,0.0,0.0,0.9215856194496155,2018-01-18T06:38:28.554609
388,0.0,0.0,1.0344328880310059,2018-01-18T06:38:37.454832
389,0.0,0.0,0.9403935074806213,2018-01-18T06:39:09.554671
390,0.0,0.0,0.7711226940155029,2018-01-18T06:38:55.254843
391,0.0,0.0,0.9592013359069824,2018-01-18T06:39:01.854893
392,0.0,0.0,0.8839699029922485,2018-01-18T06:39:18.455216
393,0.0,0.0,0.8463541269302368,2018-01-18T06:39:11.855121
394,0.0,0.0,0.9027777910232544,2018-01-18T06:39:16.255063
395,0.0,0.0,0.8651620745658875,2018-01-18T06:38:48.454852
396,0.0,0.0,0.9780092835426331,2018-01-18T06:38:54.155100
397,0.0,0.0,0.9592013359069824,2018-01-18T06:38:49.554951
398,0.0,0.0,0.9592013359069824,2018-01-18T06:40:00.755671
399,0.0,0.0,0.9215856194496155,2018-01-18T06:40:07.455715
400,0.0,0.0,0.8651620745658875,2018-01-18T06:40:20.655737
401,0.0,0.0,0.9968171119689941,2018-01-18T06:39:49.755519
402,0.0,0.0,0.9403935074806213,2018-01-18T06:40:18.455733
403,0.0,0.0,0.8839699029922485,2018-01-18T06:39:22.855191
404,0.0,0.0,0.9780092835426331,2018-01-18T06:39:34.955222
